# origin	format	category	title	description	source_url
recent	tweet	interface	iOS 27 Emergency SOS Slider	A dark iPhone emergency screen with a glowing SOS slider and medical ID button creates a dramatic interface animation.	https://x.com/AnxiousHolly/status/2065039618727145846
recent	tweet	motion	Ramp Stack Explorations	A soft translucent motion study shows rounded tiles stacking, fanning, and shifting around simple label text.	https://x.com/FonsMans/status/2065354739559416093
recent	tweet	branding	Milano Design Week 2026	A bold Nike x Dropcity design week poster system in blue and white with a graphic installation shot and editorial-style annual cover.	https://x.com/urboib/status/2064600777092714811
recent	tweet	interface	Photo Library Into Mosaic Art	A dark mobile gallery interface transforms photos with an art style picker and glitchy painterly previews.	https://x.com/reactiive_/status/2048117664149848426
recent	tweet	interface	Slot-Text Animation Library	A dark minimalist demo presents slot-text with animated copy states and rolling numbers in a clean developer-style interface.	https://x.com/DanielWhit21874/status/2064951228467998722
recent	tweet	motion	Composio Electric Brand System	A sleek abstract motion sequence of glowing geometric forms and logo reveals on a black background with a brief feature callout card.	https://x.com/ayushsoni_io/status/2058799812808692104
recent	tweet	interface	Markie Dropdown	A minimal note app interface with a soft blue frosted window and a dropdown menu interaction.	https://x.com/sekachov/status/2049881639808053653
recent	tweet	motion	Glass Toolbar	A clean cursor-driven motion study with soft rounded brand tiles that expand and highlight logos across a pale interface.	https://x.com/hours/status/2065058598867415448
recent	tweet	web	Moodboard Animation	A web mood board interface with scattered image tiles and a soft shifting pastel glow across the canvas.	https://x.com/samgrosss/status/2062873758486954491
recent	tweet	web	Folio Site Layouts	A stark black and white portfolio website uses oversized typography and a sparse grid to present projects with an editorial feel.	https://x.com/gilhuybrecht/status/2065120521654538467
recent	tweet	branding	Patch	A polished brand and product presentation for Patch combines logo development, mockups, and colorful campaign visuals across digital and outdoor applications.	https://x.com/darylginn/status/2064546864914108520
recent	tweet	web	STAP.CC Mobile App	A minimal mobile website concept pairs bold typography with sparse layouts and global office details across two clean iPhone screens.	https://x.com/FigsFromPlums/status/2065116856776634801
recent	tweet	web	Morphing 404 Robot	A minimal 404 page uses a geometric line illustration and soft centered button on a white background.	https://x.com/AnaArsonist/status/2059627297896829050
recent	tweet	product	Folder Animation in Framer	A clean animated presentation reveals a Japanese stamp collection inside a dark green folder.	https://x.com/AdityaSur11/status/2054751049232380401
recent	tweet	interface	Clocks Liquid Glass	A vivid lock screen concept pairs a glassy clock tile with a glowing abstract color field.	https://x.com/daniel__designs/status/2061443368446509184
recent	tweet	branding	New SF Symbols Icon Set	A clean monochrome icon set is arranged in a neat grid on a soft neutral background.	https://x.com/stallboerger/status/2064070950149103795
recent	tweet	branding	Poetic Brand Identity	A minimal blue brand identity with a bold wordmark and a radial line graphic on a clean white field.	https://x.com/ayushsoni_io/status/2064819616635896099
recent	tweet	branding	The Cash App Wand	A polished Cash App promo blends 3D product shots, app screens, and lifestyle visuals into a sleek brand presentation.	https://x.com/TempletonThomas/status/2062565041443102851
recent	tweet	motion	Salmon Typography	A kinetic logo study transforms sushi textures into a typographic mark on a stark black field.	https://x.com/fabianarbor/status/2034273441105277130
recent	tweet	interface	Vercel Agent Snake	Dark AI chat interface mockup with subtle animated dot-grid motion and minimalist controls.	https://x.com/raunofreiberg/status/2051334922061729800
recent	tweet	interface	Aave Graph Markers	A clean mobile finance dashboard mockup shows balance stats, a weekly bar chart, and withdraw and add money actions.	https://x.com/alexvanderzon/status/2026118993367666891
recent	tweet	motion	Milana App Icon	A vibrant motion brand presentation with glossy gradient shapes, logo reveals, and mockups on clothing and a laptop.	https://x.com/jameygannon/status/2053875385507479809
recent	tweet	illustration	Gradient Explorations for Lovable	A grid of vibrant abstract gradient compositions with glowing pink, blue, and orange forms on black backgrounds.	https://x.com/FonsMans/status/2044067283715403978
recent	tweet	web	Glimm Documentation Site	A clean documentation-style web demo showcases shader-driven page transitions with gradient previews, easing controls, and custom palette settings.	https://x.com/Nomandsign/status/2058947155377738179
recent	tweet	interface	Custom Ad Library Interface	A clean gallery interface displays a vast wall of ad mockups with zoomed modal previews over an airy off-white background.	https://x.com/stnkvcs/status/2060342711870222494
recent	tweet	3d	Portal Landscape Renders	A surreal animated 3D portal glows over a landscape with shimmering particles and shifting light.	https://x.com/r0bp/status/2063959670209818690
recent	tweet	branding	Juniq Brand Identity	A monochrome JUNIQ Studios brand presentation blends fashion imagery, product detail pages, and a clean catalog-style layout.	https://x.com/FigsFromPlums/status/2064483931907338520
recent	tweet	motion	Kinetic Energy Visualization	A glitchy abstract animation of rainbow pixel bars sliding into symmetrical patterns on a black background.	https://x.com/Inspector_9/status/2064413823738486917
recent	tweet	print	Corporate Wellness Satire	A satirical poster series turns corporate email clichés into bold typographic graphics and apparel mockups.	https://x.com/oliverhamrin/status/2061046619303182820
recent	site	agency	UNVEIL®	A French creative studio showcases its portfolio through cascading diagonal stacked cards that expand into immersive full-screen project visuals.	https://unveil.fr/
recent	site	health	Superpower	A longevity clinic website blends cinematic amber photography with fast scroll animations to present personalized whole-body health programs.	https://superpower.com/
recent	site	agency	Bigpicture Company	A Seoul creative agency showcases offline marketing projects through bold oversized type, scrolling marquee text, and editorial photography.	https://www.bpco.kr/
recent	site	music	Desktop.fm	A coming-soon landing page for Desktop.fm featuring an animated 3D CD that spins, tilts, and changes color as neon green laser lines sweep across a dark background.	https://desktop.fm/
recent	site	agency	reboot	A Barcelona-based studio offering world-class marketing sites for software startups, blending design, engineering, branding, and 3D at a weekly rate.	https://reboot.studio/
recent	site	personal	Logan Liffick	A personal site arranging blog posts in a colorful calendar grid where expandable cards reveal short everyday life entries.	https://loganliffick.com/
recent	site	health	Lovi	Lovi is a skincare app landing page that combines AI face scanning, ingredient safety checks, and a 24/7 chat assistant to deliver science-backed personalized routines.	https://lovi.care/
recent	site	product	Amie	Amie brings together todos, email, and calendar in one polished Mac and iOS app with natural language scheduling and helpful widgets.	https://amie.so/
recent	site	saas	AuthKit	A sleek dark marketing site showcasing AuthKit's customizable login UI with support for SSO, MFA, magic links, and social login.	https://www.authkit.com/
recent	site	agency	Spring/Summer	A Copenhagen design agency marks its tenth anniversary with a striking red and cream portfolio featuring work for luxury fashion and finance clients.	https://springsummer.dk/
recent	site	product	Paste	Paste 4.0 is a polished clipboard manager for Mac and iPhone that stores your full copy history in colorful pinboards with resizable windows and M2-optimized performance.	https://pasteapp.io/
recent	site	crypto	Family	Family is an Ethereum wallet for iOS with a clean mobile UI that makes sending tokens and managing NFTs feel effortless.	https://family.co/
recent	site	personal	JP	JP Silva's personal portfolio blends 3D rotating template previews with scattered playful objects and a clean FAQ section.	https://www.jp.works/
recent	site	saas	Mixpanel	Mixpanel's homepage blends warm gradient illustrations with deep navy sections to highlight its self-serve analytics platform trusted by Netflix and Pinterest.	https://mixpanel.com/home/
recent	site	portfolio	Mike Matas	A clean, chronological portfolio from designer Mike Matas spanning his work on the original iPhone, Nest thermostat, Facebook Paper, and beyond.	https://mikematas.com/
